City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,luderitz,-26.6481,15.1594,73.98,46,0,10.2,NA,1613988724
1,liku,-0.7275,119.8922,78.22,80,82,4.43,ID,1613988724
2,hermanus,-34.4187,19.2345,78.01,43,0,10.45,ZA,1613988724
3,vaini,-21.2,-175.2,77.0,78,20,10.36,TO,1613988724
4,provideniya,64.3833,-173.3,-10.68,85,47,2.68,RU,1613988724
5,kaitangata,-46.2817,169.8464,62.01,92,100,0.72,NZ,1613988724
6,chuy,-33.6971,-53.4616,68.77,95,32,8.66,UY,1613988724
7,butaritari,3.0707,172.7902,81.19,79,92,17.0,KI,1613988725
8,netivot,31.4222,34.5886,66.99,52,30,4.34,IL,1613988726
9,nome,64.5011,-165.4064,-14.01,76,1,5.75,US,1613988726
10,faanui,-16.4833,-151.75,82.15,71,96,7.31,PF,1613988726
11,itoman,26.1247,127.6694,71.01,64,40,3.44,JP,1613988726
12,thompson,55.7435,-97.8558,24.8,93,90,2.3,CA,1613988579
13,murdochville,48.9583,-65.5006,23.0,63,0,17.27,CA,1613988727
14,padang,-0.9492,100.3543,89.6,62,20,6.91,ID,1613988581
15,kirgiz-miyaki,53.6324,54.7979,-3.75,89,100,1.7,RU,1613988727
16,koungou,-12.7336,45.2042,84.2,79,75,12.66,YT,1613988727
17,pacific grove,36.6177,-121.9166,50.0,61,1,6.91,US,1613988727
18,taltal,-25.4,-70.4833,62.17,77,61,3.29,CL,1613988727
19,yulara,-25.2406,130.9889,95.0,23,0,19.57,AU,1613988728
20,viedma,-40.8135,-62.9967,60.03,46,43,9.91,AR,1613988728
21,lima,-12.0432,-77.0282,72.0,83,0,3.44,PE,1613988728
22,georgetown,5.4112,100.3354,89.6,55,20,11.5,MY,1613988495
23,jamestown,42.097,-79.2353,28.99,80,90,16.96,US,1613988430
24,barrow,71.2906,-156.7887,-9.4,70,90,11.5,US,1613988602
25,hithadhoo,-0.6,73.0833,82.69,73,97,12.97,MV,1613988728
26,garissa,-0.4536,39.6401,91.51,40,100,6.04,KE,1613988728
27,port elizabeth,-33.918,25.5701,73.4,53,20,11.5,ZA,1613988729
28,ushuaia,-54.8,-68.3,42.8,87,75,23.02,AR,1613988716
29,kandalaksha,67.162,32.4123,-14.98,86,100,5.61,RU,1613988729
30,matara,5.9485,80.5353,84.43,66,92,4.23,LK,1613988670
31,mataura,-46.1927,168.8643,60.01,88,100,3.0,NZ,1613988729
32,souillac,-20.5167,57.5167,86.0,66,20,16.11,MU,1613988729
33,ponta do sol,32.6667,-17.1,66.2,59,20,8.05,PT,1613988729
34,hobart,-42.8794,147.3294,55.4,47,40,14.97,AU,1613988649
35,port alfred,-33.5906,26.891,73.0,75,9,7.0,ZA,1613988730
36,cape town,-33.9258,18.4232,75.0,40,0,6.91,ZA,1613988730
37,saskylakh,71.9167,114.0833,-27.44,83,26,4.23,RU,1613988729
38,narrabri,-30.3167,149.7833,87.8,27,34,9.22,AU,1613988730
39,paso de los toros,-32.8167,-56.5167,64.4,88,0,10.36,UY,1613988730
40,ancud,-41.8697,-73.8203,51.01,87,0,2.3,CL,1613988730
41,comodoro rivadavia,-45.8667,-67.5,51.8,58,0,14.97,AR,1613988731
42,rikitea,-23.1203,-134.9692,78.6,73,34,9.33,PF,1613988731
43,naze,28.3667,129.4833,69.8,68,0,9.22,JP,1613988731
44,bubaque,11.2833,-15.8333,76.24,62,7,12.55,GW,1613988731
45,icatu,-2.7758,-44.0658,77.0,100,40,4.61,BR,1613988731
46,ilulissat,69.2167,-51.1,-0.4,78,21,3.44,GL,1613988731
47,coihaique,-45.5752,-72.0662,42.8,81,40,6.78,CL,1613988731
48,hilo,19.7297,-155.09,69.8,83,40,5.75,US,1613988732
49,mehamn,71.0357,27.8492,12.2,78,90,11.5,NO,1613988732
50,komsomolets,53.7453,62.0708,-9.53,89,0,5.08,KZ,1613988732
51,lasa,46.6166,10.7002,51.01,80,0,3.6,IT,1613988732
52,talcahuano,-36.7167,-73.1167,50.0,93,0,4.61,CL,1613988732
53,mamallapuram,12.6264,80.1722,86.0,58,40,10.36,IN,1613988732
54,east london,-33.0153,27.9116,73.4,64,40,17.27,ZA,1613988732
55,albany,42.6001,-73.9662,24.01,53,100,2.84,US,1613988696
56,wembley,-31.9333,115.8,98.6,19,0,16.11,AU,1613988732
57,avera,33.194,-82.5271,46.4,93,90,5.75,US,1613988733
58,talnakh,69.4865,88.3972,-32.6,79,5,3.47,RU,1613988733
59,sao filipe,14.8961,-24.4956,72.1,66,1,7.94,CV,1613988733
60,mar del plata,-38.0023,-57.5575,69.01,72,0,9.22,AR,1613988551
61,tiksi,71.6872,128.8694,-27.04,85,28,7.61,RU,1613988733
62,khatanga,71.9667,102.5,-28.79,85,100,11.59,RU,1613988733
63,salalah,17.0151,54.0924,80.6,65,0,9.22,OM,1613988733
64,bambanglipuro,-7.95,110.2833,82.45,75,80,8.63,ID,1613988733
65,saint-joseph,-21.3667,55.6167,89.6,58,0,18.41,RE,1613988734
66,te anau,-45.4167,167.7167,58.06,68,100,3.83,NZ,1613988734
67,ovsyanka,55.9575,92.5519,10.4,85,100,4.47,RU,1613988734
68,chokurdakh,70.6333,147.9167,-34.38,83,24,7.34,RU,1613988734
69,guerrero negro,27.9769,-114.0611,55.63,38,34,1.5,MX,1613988734
70,bluff,-46.6,168.3333,60.01,88,100,3.0,NZ,1613988734
71,luau,-10.7073,22.2247,76.32,74,88,5.35,AO,1613988734
72,bredasdorp,-34.5322,20.0403,75.2,41,0,9.22,ZA,1613988735
73,kruisfontein,-34.0033,24.7314,78.01,46,0,11.99,ZA,1613988735
74,saint anthony,45.0205,-93.218,26.6,93,90,9.22,US,1613988735
75,bambous virieux,-20.3428,57.7575,86.0,66,20,16.11,MU,1613988735
76,kommunar,59.6206,30.39,10.99,79,75,17.9,RU,1613988735
77,san patricio,28.017,-97.5169,54.0,100,1,4.61,US,1613988735
78,brindisi,40.5833,17.6667,57.99,88,20,5.75,IT,1613988514
79,indian head,38.6001,-77.1622,32.0,64,1,8.05,US,1613988736
80,biltine,14.5333,20.9167,84.4,13,72,3.09,TD,1613988736
81,udachnyy,66.4167,112.4,-31.41,82,84,2.15,RU,1613988736
82,alice town,25.7167,-79.3,72.32,80,94,21.14,BS,1613988736
83,bintulu,3.1667,113.0333,82.4,74,20,8.05,MY,1613988736
84,fare,-16.7,-151.0167,81.27,76,100,11.21,PF,1613988736
85,broome,42.2506,-75.833,27.0,54,1,9.22,US,1613988737
86,katakwi,1.8911,33.9661,86.05,32,100,12.57,UG,1613988737
87,husavik,66.0449,-17.3389,33.8,80,75,3.44,IS,1613988737
88,rumoi,43.9344,141.6428,27.77,93,100,0.51,JP,1613988737
89,hun,29.1268,15.9477,63.57,30,0,8.55,LY,1613988737
90,barra dos coqueiros,-10.9089,-37.0386,78.8,83,20,2.3,BR,1613988604
91,klyuchi,52.2667,79.1667,2.68,92,100,7.27,RU,1613988737
92,sola,-13.8833,167.55,80.6,89,20,6.69,VU,1613988737
93,cidreira,-30.1811,-50.2056,73.85,80,0,15.46,BR,1613988737
94,dinar,38.065,30.1656,46.4,36,0,3.44,TR,1613988738
95,grand forks,47.9417,-97.4337,33.8,80,90,10.36,US,1613988738
96,torbay,47.6666,-52.7314,14.0,79,20,21.85,CA,1613988738
97,hay river,60.8156,-115.7999,-7.6,77,75,10.36,CA,1613988738
98,tasiilaq,65.6145,-37.6368,32.0,93,90,18.41,GL,1613988738
99,pisco,-13.7,-76.2167,69.8,78,0,11.5,PE,1613988738
100,saint-philippe,-21.3585,55.7679,89.6,58,0,18.41,RE,1613988738
101,norman wells,65.282,-126.8329,-36.4,67,40,4.61,CA,1613988738
102,abha,18.2164,42.5053,71.6,52,40,16.11,SA,1613988738
103,kajaani,64.2273,27.7285,1.4,71,90,12.66,FI,1613988739
104,sabang,5.8933,95.3214,81.3,81,90,17.52,ID,1613988739
105,dikson,73.5069,80.5464,-1.48,93,100,5.7,RU,1613988739
106,ruteng,-8.6136,120.4721,68.72,98,91,3.44,ID,1613988739
107,katsuura,35.1333,140.3,66.0,67,1,5.99,JP,1613988739
108,ballina,-28.8667,153.5667,77.0,83,50,4.61,AU,1613988739
109,corowa,-36.0333,146.3833,70.0,48,0,17.27,AU,1613988739
110,bethel,41.3712,-73.414,26.01,63,90,4.38,US,1613988740
111,daru,-9.0763,143.2092,81.41,79,83,5.5,PG,1613988608
112,severo-kurilsk,50.6789,156.125,29.25,93,91,4.72,RU,1613988740
113,espanola,35.9911,-106.0806,30.0,46,1,4.92,US,1613988740
114,port hardy,50.6996,-127.4199,42.8,93,75,8.05,CA,1613988740
115,avarua,-21.2078,-159.775,75.2,100,75,2.3,CK,1613988740
116,kapaa,22.0752,-159.319,73.4,78,75,17.27,US,1613988740
117,hami,42.8,93.45,51.31,42,75,2.19,CN,1613988740
118,carnarvon,-24.8667,113.6333,87.8,74,1,16.11,AU,1613988741
119,abonnema,4.7084,6.7931,78.8,78,100,5.75,NG,1613988741
120,canico,32.6333,-16.85,66.2,59,20,8.05,PT,1613988741
121,punta arenas,-53.15,-70.9167,50.0,76,75,24.16,CL,1613988489
122,kailua,21.4022,-157.7394,75.2,73,20,12.66,US,1613988741
123,north platte,41.1239,-100.7654,32.0,64,1,13.8,US,1613988741
124,vangaindrano,-23.35,47.6,87.44,65,17,6.44,MG,1613988741
125,limulunga,-15.0969,23.1376,75.25,73,100,5.68,ZM,1613988741
126,banjar,-8.19,114.9675,82.4,83,75,14.97,ID,1613988742
127,boralday,43.3578,76.8594,42.8,56,75,6.71,KZ,1613988742
128,atuona,-9.8,-139.0333,79.05,76,100,13.47,PF,1613988742
129,ayna,-12.65,-73.9167,58.98,77,99,0.74,PE,1613988742
130,valley city,46.9233,-98.0032,32.0,74,20,16.11,US,1613988742
131,marquette,46.5333,-87.6335,25.0,92,91,3.18,US,1613988742
132,upernavik,72.7868,-56.1549,-17.28,86,96,12.68,GL,1613988743
133,lebu,-37.6167,-73.65,55.89,78,69,12.82,CL,1613988743
134,nikolskoye,59.7035,30.7861,10.99,79,75,17.9,RU,1613988743
135,baoqing,46.3317,132.2111,14.56,96,100,3.91,CN,1613988743
136,qaanaaq,77.484,-69.3632,-13.54,67,52,4.03,GL,1613988743
137,suntar,62.1444,117.6319,-19.26,87,99,3.65,RU,1613988743
138,rawson,-43.3002,-65.1023,56.1,56,42,14.34,AR,1613988641
139,castro,-24.7911,-50.0119,58.32,97,41,6.26,BR,1613988744
140,tabou,4.423,-7.3528,82.58,77,51,4.16,CI,1613988744
141,lahij,13.1667,44.5833,75.07,63,96,8.55,YE,1613988744
142,half moon bay,37.4636,-122.4286,52.0,71,1,7.14,US,1613988744
143,busselton,-33.65,115.3333,90.0,42,0,1.01,AU,1613988744
144,bogale,16.2833,95.4,90.99,37,89,14.16,MM,1613988744
145,arraial do cabo,-22.9661,-42.0278,77.0,88,75,9.22,BR,1613988744
146,lewistown,40.5992,-77.5714,30.2,55,1,3.83,US,1613988745
147,sibu,2.3,111.8167,80.6,83,40,4.61,MY,1613988745
148,lubumbashi,-11.6609,27.4794,73.42,87,100,3.4,CD,1613988662
149,mozarlandia,-14.7447,-50.5706,69.91,95,99,2.53,BR,1613988745
150,tadine,-21.55,167.8833,79.39,81,97,13.87,NC,1613988745
151,oparino,59.8518,48.2783,-21.21,85,82,7.52,RU,1613988745
152,saint george,37.1041,-113.5841,37.99,38,1,6.91,US,1613988745
153,mazatan,14.8667,-92.45,73.76,75,5,2.8,MX,1613988746
154,kununurra,-15.7667,128.7333,87.8,83,90,10.36,AU,1613988746
155,montes altos,-5.8333,-47.0667,77.0,94,40,5.75,BR,1613988575
156,ribeira grande,38.5167,-28.7,62.6,88,40,28.77,PT,1613988746
157,lagoa,39.05,-27.9833,60.78,83,32,33.31,PT,1613988746
158,cayenne,4.9333,-52.3333,78.8,83,75,6.91,GF,1613988746
159,mlonggo,-6.5333,110.7,82.4,78,75,3.44,ID,1613988746
160,codrington,-38.2667,141.9667,55.89,63,47,14.07,AU,1613988746
161,mount isa,-20.7333,139.5,89.6,40,56,6.91,AU,1613988746
162,anupgarh,29.1911,73.2086,91.89,10,0,11.3,IN,1613988623
163,korla,41.7597,86.1469,50.58,44,98,10.18,CN,1613988747
164,cherat,33.8233,71.8915,75.2,41,40,6.91,PK,1613988747
165,san cristobal,7.7669,-72.225,64.44,89,98,2.33,VE,1613988748
166,eganville,45.5334,-77.0994,23.0,93,90,8.05,CA,1613988748
167,saldanha,-33.0117,17.9442,73.4,40,0,3.44,ZA,1613988748
168,roald,62.5833,6.1333,46.4,57,0,4.61,NO,1613988748
169,egvekinot,66.3167,-179.1667,-21.26,88,11,0.85,RU,1613988749
170,hope,33.6671,-93.5916,34.0,76,18,4.47,US,1613988749
171,esperance,-33.8667,121.9,73.4,49,0,20.71,AU,1613988749
172,sisimiut,66.9395,-53.6735,7.14,90,15,7.87,GL,1613988749
173,mahibadhoo,3.7833,72.9667,82.54,73,100,11.16,MV,1613988749
174,tuktoyaktuk,69.4541,-133.0374,-9.67,90,100,13.38,CA,1613988749
175,ranong,9.9658,98.6348,91.4,40,65,11.5,TH,1613988749
176,kavieng,-2.5744,150.7967,81.28,85,41,13.8,PG,1613988750
177,vostok,46.4856,135.8833,7.84,96,100,3.42,RU,1613988750
178,muros,42.7762,-9.0603,44.01,88,0,3.0,ES,1613988750
179,kavaratti,10.5669,72.642,82.31,57,77,4.25,IN,1613988750
180,novo aripuana,-5.1206,-60.3797,70.45,95,94,1.79,BR,1613988750
181,cockburn town,21.4612,-71.1419,76.15,77,28,24.63,TC,1613988612
182,maceio,-9.6658,-35.7353,77.0,88,0,3.44,BR,1613988582
183,poya,-21.35,165.15,79.23,84,33,5.19,NC,1613988750
184,nanortalik,60.1432,-45.2371,21.9,94,98,10.0,GL,1613988750
185,sakakah,29.9697,40.2064,59.0,33,0,14.97,SA,1613988751
186,ahipara,-35.1667,173.1667,63.82,86,100,10.85,NZ,1613988751
187,beisfjord,68.3751,17.5988,26.6,86,75,10.36,NO,1613988751
188,romny,50.751,33.4747,31.78,100,99,8.41,UA,1613988751
189,quatre cocos,-20.2078,57.7625,86.0,66,20,16.11,MU,1613988751
190,niteroi,-22.8833,-43.1036,81.0,94,75,4.61,BR,1613988751
191,mirabad,30.4362,61.8383,72.25,22,0,7.85,AF,1613988751
192,lovozero,68.005,35.0117,-6.23,82,19,8.28,RU,1613988751
193,dunmore town,25.5,-76.65,71.24,78,70,24.34,BS,1613988752
194,aswan,24.0934,32.907,72.48,21,0,10.29,EG,1613988752
195,mocuba,-16.8392,36.9856,91.51,54,18,7.81,MZ,1613988752
196,ejido,8.5514,-71.2375,62.33,63,44,4.09,VE,1613988752
197,ginir,7.1333,40.7,73.4,35,95,3.96,ET,1613988752
198,porbandar,21.6422,69.6093,87.62,26,0,12.19,IN,1613988752
199,karagaylinskiy,54.172,86.5521,12.45,95,100,5.86,RU,1613988753
200,vardo,70.3705,31.1107,8.6,85,90,28.77,NO,1613988753
201,bridlington,54.0831,-0.1919,46.99,87,100,4.0,GB,1613988753
202,trelew,-43.249,-65.3051,54.93,48,48,14.07,AR,1613988753
203,rey bouba,8.6724,14.1786,91.47,10,100,4.61,CM,1613988753
204,uitenhage,-33.7576,25.3971,78.01,53,20,11.5,ZA,1613988753
205,sabha,27.0377,14.4283,67.41,23,0,7.4,LY,1613988753
206,longyearbyen,78.2186,15.6401,24.8,68,75,16.11,SJ,1613988754
207,peto,20.1333,-88.9167,62.56,98,9,1.5,MX,1613988754
208,abu dhabi,24.4667,54.3667,82.4,44,0,10.36,AE,1613988711
209,eirunepe,-6.6603,-69.8736,69.98,96,90,1.3,BR,1613988680
210,bengkulu,-3.8004,102.2655,82.74,77,87,5.03,ID,1613988727
211,tomatlan,19.9333,-105.25,60.93,83,1,1.72,MX,1613988754
212,el alto,-4.2714,-81.2147,70.99,74,100,10.78,PE,1613988754
213,haapiti,-17.5667,-149.8667,78.8,73,0,6.91,PF,1613988754
214,sitka,57.0531,-135.33,42.8,61,75,9.22,US,1613988754
215,pindiga,9.9833,10.9333,78.8,12,55,28.77,NG,1613988755
216,port lincoln,-34.7333,135.8667,59.79,65,41,16.17,AU,1613988755
217,aklavik,68.2191,-135.0107,-16.6,69,90,2.3,CA,1613988755
218,new norfolk,-42.7826,147.0587,55.0,57,41,4.0,AU,1613988755
219,teterow,53.7833,12.5667,46.0,70,0,5.75,DE,1613988755
220,xilitla,21.3333,-98.9667,59.97,87,88,2.06,MX,1613988755
221,high level,58.5169,-117.136,-2.2,78,90,10.36,CA,1613988755
222,hokitika,-42.7167,170.9667,59.81,76,100,5.26,NZ,1613988755
223,rio gallegos,-51.6226,-69.2181,48.2,61,75,26.46,AR,1613988691
224,vila franca do campo,37.7167,-25.4333,62.01,94,75,16.11,PT,1613988756
225,the valley,18.217,-63.0578,77.0,69,20,10.36,AI,1613988756
226,nemuro,43.3236,145.575,26.6,86,75,5.75,JP,1613988756
227,palmer,42.1584,-72.3287,21.0,79,90,3.6,US,1613988756
228,wagga wagga,-35.1167,147.3667,71.6,35,0,16.11,AU,1613988756
229,palora,-1.7,-77.9333,65.39,92,100,3.4,EC,1613988756
230,clyde river,70.4692,-68.5914,-13.0,77,90,8.05,CA,1613988756
231,mount gambier,-37.8333,140.7667,59.0,55,75,18.41,AU,1613988756
232,waiuku,-37.25,174.75,68.0,77,29,15.66,NZ,1613988757
233,fortuna,40.5982,-124.1573,48.0,93,90,8.05,US,1613988757
234,anadyr,64.75,177.4833,-13.0,70,0,11.18,RU,1613988757
235,katherine,-14.4667,132.2667,82.4,89,75,4.61,AU,1613988757
236,palaikastron,35.2,26.25,64.0,50,0,10.58,GR,1613988757
237,mahebourg,-20.4081,57.7,86.0,66,20,16.11,MU,1613988754
238,praya,14.9215,-23.5087,71.6,64,20,25.32,CV,1613988493
239,conde,-7.2597,-34.9075,78.8,89,40,4.61,BR,1613988758
240,victoria,22.2855,114.1577,73.0,74,74,4.18,HK,1613988629
241,charters towers,-20.1,146.2667,85.73,51,100,5.3,AU,1613988758
242,moranbah,-22.0016,148.0466,88.27,26,81,7.74,AU,1613988758
243,novoselitskoye,44.7508,43.4369,37.4,70,100,22.37,RU,1613988758
244,asau,46.4333,26.4,55.0,25,63,3.18,RO,1613988758
245,hasaki,35.7333,140.8333,62.01,48,20,10.36,JP,1613988545
246,lavrentiya,65.5833,-171.0,-15.83,83,0,3.38,RU,1613988758
247,springbok,-29.6643,17.8865,77.0,20,0,6.91,ZA,1613988758
248,shubarkuduk,49.1447,56.4872,21.11,97,100,16.67,KZ,1613988759
249,puerto ayora,-0.7393,-90.3518,75.0,96,70,7.58,EC,1613988759
250,vagur,61.4732,-6.8119,45.39,86,8,20.29,FO,1613988759
251,khasan,42.4308,130.6434,21.58,84,6,24.9,RU,1613988759
252,quelimane,-17.8786,36.8883,91.4,58,40,9.22,MZ,1613988759
253,ryotsu,38.0833,138.4333,59.0,67,75,12.66,JP,1613988759
254,marsala,37.7966,12.4352,60.8,67,0,20.71,IT,1613988759
255,batticaloa,7.7102,81.6924,82.02,75,37,11.54,LK,1613988759
256,ampanihy,-24.7,44.75,92.64,52,19,14.03,MG,1613988759
257,baykit,61.67,96.37,-7.56,86,100,2.46,RU,1613988760
258,kumylzhenskaya,49.8809,42.5898,28.0,81,100,11.99,RU,1613988760
259,yerbogachen,61.2767,108.0108,-16.11,88,98,3.22,RU,1613988729
260,hualmay,-11.0964,-77.6139,69.8,78,100,6.49,PE,1613988760
261,waupun,43.6333,-88.7296,30.2,86,90,8.05,US,1613988760
262,caceres,39.522,-6.3748,46.99,84,0,6.64,ES,1613988760
263,qasigiannguit,68.8193,-51.1922,-0.4,78,8,3.44,GL,1613988760
264,mana,5.6592,-53.7767,76.14,83,56,10.92,GF,1613988761
265,karratha,-20.7377,116.8463,93.63,41,100,4.45,AU,1613988761
266,yar-sale,66.8333,70.8333,-33.5,81,10,3.67,RU,1613988761
267,salinopolis,-0.6136,-47.3561,76.98,87,100,4.97,BR,1613988761
268,los llanos de aridane,28.6585,-17.9182,68.0,64,0,2.3,ES,1613988761
269,portland,45.5234,-122.6762,51.01,91,99,4.0,US,1613988574
270,owando,-0.4819,15.8999,92.44,42,77,3.09,CG,1613988761
271,gusau,12.1628,6.6614,82.54,13,0,19.3,NG,1613988761
272,dingle,10.9995,122.6711,77.5,88,100,5.86,PH,1613988762
273,coahuayana,18.7333,-103.6833,66.0,50,39,3.51,MX,1613988762
274,channel-port aux basques,47.5702,-59.1367,25.7,90,40,24.32,CA,1613988762
275,khandyga,62.6667,135.6,-24.92,86,100,1.83,RU,1613988762
276,cherskiy,68.75,161.3,-33.5,82,84,6.35,RU,1613988762
277,herat,34.5,62.0,48.2,57,75,3.24,AF,1613988762
278,sobolevo,54.4299,31.8996,32.29,99,100,8.3,RU,1613988762
